Main food description,Protein,Carbohydrate,Fiber,Vitamin A,Thiamin,Riboflavin,Niacin,Vitamin B-6,Folate,Vitamin B-12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Phosphorus,Magnesium,Iron,Zinc,Copper,Selenium,Potassium,Sodium,Theobromine
Celery juice,0.69,2.97,1.6,0.000916667,0.021,0.057,0.32,0.074,0.036,0,3.1,0,0.27,0.0293,40,24,11,0.2,0.13,0.035,0.0000004,260,80,0
Broccoli salad with cauliflower cheese bacon bits and dressing,5.88,10.45,1.7,0.042958333,0.069,0.099,0.342,0.099,0.037,0.00022,28.1,0.0001,1.4,0.0598,107,96,17,0.37,0.73,0.062,0.000005,164,339,0
Broccoli slaw salad,2.13,10.59,2,0.008041667,0.061,0.094,0.514,0.131,0.044,0.00002,58.1,0,1.26,0.0813,36,56,16,0.58,0.33,0.041,0.0000027,245,291,0
Cabbage salad or coleslaw from fast food / restaurant,0.88,12.35,1.9,0.00725,0.029,0.058,0.281,0.119,0.025,0,13.7,0,0.8,0.079,34,25,10,0.3,0.18,0.018,0.0000019,153,221,0
Cabbage salad or coleslaw made with coleslaw dressing,1.14,10.02,1.9,0.007291667,0.055,0.044,0.254,0.098,0.031,0.00002,24.5,0,0.85,0.065,32,30,10,0.41,0.18,0.022,0.0000013,151,280,0
Cabbage salad or coleslaw made with light coleslaw dressing,0.94,14.43,2,0.003083333,0.049,0.034,0.296,0.1,0.03,0.00002,24,0,0.59,0.0587,38,28,10,0.39,0.18,0.017,0.0000006,153,469,0
Cabbage salad or coleslaw made with Italian dressing,1.05,7.63,1.9,0.003208333,0.052,0.032,0.272,0.112,0.031,0,24.8,0,0.63,0.0628,33,25,10,0.4,0.16,0.022,0.0000007,163,303,0
Cabbage salad or coleslaw made with light Italian dressing,1.04,7.19,1.9,0.003208333,0.05,0.034,0.263,0.11,0.031,0,24.6,0,1.09,0.0532,33,24,10,0.4,0.16,0.022,0.0000006,164,283,0
Cabbage salad or coleslaw made with creamy dressing,1.25,6.29,1.9,0.006333333,0.051,0.051,0.255,0.104,0.031,0.00004,24.6,0,0.64,0.0799,36,62,10,0.41,0.18,0.022,0.000001,159,286,0
Cabbage salad or coleslaw made with light creamy dressing,1.27,9.61,1.9,0.003125,0.049,0.046,0.247,0.1,0.031,0,24.1,0,0.31,0.05,38,39,10,0.39,0.18,0.018,0.0000006,173,298,0
Cabbage salad or coleslaw made with any type of fat free dressing,0.99,8.5,2.4,0.003125,0.047,0.035,0.239,0.096,0.03,0,24.2,0,0.16,0.0555,31,22,10,0.36,0.16,0.022,0.0000003,154,269,0
Cabbage salad or coleslaw with apples and/or raisins with dressing,1.07,13.31,2.1,0.005625,0.05,0.044,0.246,0.091,0.025,0.00002,20.2,0,0.71,0.0518,28,30,10,0.41,0.16,0.032,0.0000011,166,222,0
Cabbage salad or coleslaw with pineapple with dressing,1.06,10.45,1.8,0.005875,0.058,0.043,0.289,0.1,0.029,0.00002,27.7,0,0.74,0.0561,29,27,10,0.4,0.17,0.034,0.0000011,145,241,0
Cucumber and vegetable namasu,0.48,12.53,0.6,0.004083333,0.023,0.027,0.172,0.039,0.006,0,2.3,0,0.09,0.0107,14,19,9,0.21,0.14,0.032,0.0000004,122,118,0
Cucumber salad made with sour cream dressing,1.15,3.92,0.4,0.035583333,0.025,0.071,0.096,0.04,0.007,0.00006,2.6,0,0.13,0.012,40,38,12,0.22,0.23,0.034,0.0000013,140,214,0
Cucumber salad made with Italian dressing,0.48,6.55,0.5,0.000125,0.02,0.021,0.066,0.036,0.006,0,2.4,0,1.17,0.0203,13,18,9,0.23,0.14,0.028,0.0000003,111,207,0
Cucumber salad made with cucumber and vinegar,0.52,7.2,0.5,0.000125,0.021,0.024,0.072,0.037,0.006,0,2.5,0,0.02,0.01,14,20,10,0.24,0.15,0.031,0.0000003,123,236,0
Lettuce salad with assorted vegetables including tomatoes and/or carrots no dressing,1.25,4.27,1.5,0.01025,0.052,0.066,0.417,0.099,0.048,0,9.2,0,0.5,0.1071,35,29,20,0.8,0.22,0.049,0.0000005,249,33,0
Lettuce salad with assorted vegetables excluding tomatoes and carrots no dressing,1.42,3.76,1.4,0.007708333,0.055,0.091,0.524,0.108,0.051,0,13.9,0,0.44,0.1177,36,32,21,0.87,0.24,0.065,0.0000011,242,30,0
Lettuce salad with avocado tomato and/or carrots with or without other vegetables no dressing,1.44,5.23,2.7,0.008375,0.056,0.081,0.718,0.136,0.056,0,9.6,0,0.86,0.091,31,35,22,0.76,0.32,0.081,0.0000005,304,28,0
Lettuce salad with cheese tomato and/or carrots with or without other vegetables no dressing,5.09,3.95,1.2,0.06575,0.048,0.132,0.353,0.094,0.043,0.00018,7.6,0.0001,0.54,0.0889,152,104,21,0.69,0.82,0.046,0.0000054,219,141,0
Lettuce salad with egg tomato and/or carrots with or without other vegetables no dressing,3.54,3.64,1.2,0.039416667,0.055,0.157,0.345,0.104,0.047,0.00022,7.4,0.0004,0.6,0.0855,38,58,18,0.88,0.39,0.042,0.0000067,224,52,0
Lettuce salad with egg cheese tomato and/or carrots with or without other vegetables no dressing,4.36,3.49,1.2,0.05375,0.048,0.145,0.367,0.094,0.041,0.00022,7.5,0.0003,0.57,0.0742,96,82,18,0.72,0.62,0.044,0.0000062,224,101,0
Lettuce wilted with bacon dressing,2.99,2.48,1,0.013291667,0.084,0.077,0.886,0.102,0.029,0.00006,6.6,0.0001,0.22,0.1006,30,46,13,0.76,0.32,0.03,0.0000033,190,117,0
Seven-layer salad lettuce salad made with a combination of onion celery green pepper peas mayonnaise cheese eggs and/or bacon,4.76,5.66,1.3,0.035375,0.086,0.104,0.642,0.083,0.026,0.00021,6,0.0003,0.95,0.0487,60,78,10,0.55,0.59,0.04,0.0000064,123,262,0
Greek Salad no dressing,2.62,3.84,1.6,0.016958333,0.062,0.104,0.94,0.092,0.036,0.00011,5.5,0.0001,0.41,0.0649,67,49,14,1.07,0.43,0.072,0.0000032,220,243,0
Spinach salad no dressing,7.02,2.97,1.6,0.047416667,0.108,0.261,1.244,0.202,0.149,0.00031,20.2,0.0005,1.71,0.3479,83,98,61,2.27,0.81,0.104,0.0000107,462,197,0
Cobb salad no dressing,11.36,2.48,1.2,0.017375,0.074,0.124,3.643,0.188,0.027,0.0002,8.9,0.0002,0.66,0.0337,26,121,18,0.54,0.57,0.061,0.0000112,279,157,0
Aloe vera juice drink,0,3.75,0,0,0,0,0,0,0,0,3.8,0,0,0,8,0,0,0.15,0,0,0,0,8,0
Artichoke fresh cooked no added fat,2.88,11.91,5.7,4.17E-05,0.05,0.089,1.107,0.081,0.089,0,7.4,0,0.19,0.0148,21,73,42,0.61,0.4,0.127,0.0000002,285,176,0
Artichoke frozen cooked no added fat,2.88,11.91,5.7,4.17E-05,0.05,0.089,1.107,0.081,0.089,0,7.4,0,0.19,0.0148,21,73,42,0.61,0.4,0.127,0.0000002,285,176,0
Artichoke canned cooked no added fat,2.88,11.91,5.7,4.17E-05,0.05,0.089,1.107,0.081,0.089,0,7.4,0,0.19,0.0148,21,73,42,0.61,0.4,0.127,0.0000002,285,176,0
Artichokes NS as to form cooked,2.81,11.57,5.5,0.0105,0.048,0.087,1.075,0.095,0.086,0,7.2,0,0.48,0.0167,21,71,41,0.59,0.39,0.123,0.0000002,277,180,0
Artichoke fresh cooked fat added,2.81,11.57,5.5,0.0105,0.048,0.087,1.075,0.095,0.086,0,7.2,0,0.48,0.0167,21,71,41,0.59,0.39,0.123,0.0000002,277,180,0
Artichoke frozen cooked fat added,2.81,11.57,5.5,0.0105,0.048,0.087,1.075,0.095,0.086,0,7.2,0,0.48,0.0167,21,71,41,0.59,0.39,0.123,0.0000002,277,180,0
Artichoke canned cooked fat added,2.81,11.57,5.5,0.0105,0.048,0.087,1.075,0.095,0.086,0,7.2,0,0.48,0.0167,21,71,41,0.59,0.39,0.123,0.0000002,277,180,0
Asparagus fresh cooked no added fat,2.36,4.16,2.3,0.001625,0.138,0.144,0.996,0.088,0.047,0,5.1,0,1.21,0.0446,26,56,15,2.29,0.58,0.203,0.0000025,217,127,0
Asparagus frozen cooked no added fat,2.94,1.91,1.6,0.001666667,0.065,0.103,1.035,0.02,0.135,0,24.3,0,1.2,0.0798,18,49,10,0.56,0.41,0.105,0.0000039,171,119,0
Asparagus canned cooked no added fat,2.14,2.46,1.6,0.001708333,0.058,0.1,0.954,0.11,0.091,0,16.6,0,1.22,0.0413,16,43,10,1.83,0.4,0.096,0.0000017,172,287,0
Asparagus NS as to form cooked,2.3,4.04,2.2,0.013041667,0.134,0.14,0.968,0.103,0.046,0,5,0,1.49,0.0458,25,54,15,2.23,0.56,0.197,0.0000024,211,133,0
Asparagus fresh cooked fat added NS as to fat type,2.3,4.04,2.2,0.013041667,0.134,0.14,0.968,0.103,0.046,0,5,0,1.49,0.0458,25,54,15,2.23,0.56,0.197,0.0000024,211,133,0
Asparagus frozen cooked fat added NS as to fat type,2.86,1.86,1.5,0.012041667,0.063,0.1,1.005,0.036,0.131,0,23.6,0,1.46,0.0798,18,48,10,0.55,0.4,0.102,0.0000038,167,125,0
Asparagus canned cooked fat added NS as to fat type,2.09,2.39,1.6,0.012125,0.056,0.098,0.927,0.123,0.089,0,16.1,0,1.48,0.0425,16,42,10,1.78,0.39,0.093,0.0000017,167,288,0
Asparagus fresh cooked with oil,2.29,4.04,2.2,0.001583333,0.134,0.139,0.967,0.085,0.046,0,5,0,1.54,0.047,25,54,15,2.23,0.56,0.197,0.0000024,210,123,0
Asparagus fresh cooked with butter or margarine,2.31,4.05,2.2,0.024541667,0.134,0.14,0.968,0.12,0.046,0,5,0,1.45,0.0447,26,55,15,2.23,0.56,0.197,0.0000024,211,144,0
Asparagus frozen cooked with oil,2.86,1.86,1.5,0.001625,0.063,0.1,1.005,0.019,0.131,0,23.6,0,1.5,0.0809,18,47,10,0.55,0.4,0.102,0.0000038,167,115,0
Asparagus frozen cooked with butter or margarine,2.87,1.87,1.5,0.0235,0.063,0.101,1.006,0.052,0.131,0,23.6,0,1.41,0.0787,18,48,10,0.54,0.4,0.102,0.0000038,167,135,0
Asparagus canned cooked with oil,2.08,2.39,1.6,0.001666667,0.056,0.097,0.926,0.107,0.089,0,16.1,0,1.53,0.0435,16,42,10,1.78,0.39,0.093,0.0000016,167,279,0
Asparagus canned cooked with butter or margarine,2.09,2.4,1.6,0.023541667,0.056,0.098,0.927,0.14,0.089,0,16.1,0,1.44,0.0414,16,42,10,1.78,0.39,0.093,0.0000017,168,298,0
Bamboo shoots cooked,1.68,3.13,1.4,0.0105,0.024,0.026,0.136,0.148,0.003,0,1,0,0.91,0.0024,8,25,4,0.31,0.63,0.111,0.0000005,78,16,0
Lima beans from frozen no added fat,6.05,19.26,5.3,0.000416667,0.074,0.061,1.066,0.122,0.021,0,12.8,0,0.29,0.0051,30,97,42,1.82,0.74,0.169,0.0000006,303,185,0
Lima beans from frozen fat added,5.88,18.71,5.1,0.010833333,0.072,0.06,1.035,0.134,0.02,0,12.4,0,0.58,0.0073,29,94,41,1.76,0.72,0.165,0.0000006,295,189,0
Lima beans from canned,5.86,18.62,5.1,0.010833333,0.071,0.059,1.03,0.134,0.02,0,12.3,0,0.57,0.0073,30,94,40,1.76,0.71,0.164,0.0000006,293,374,0
Green beans cooked from restaurant,1.82,6.89,2.7,0.020125,0.073,0.098,0.689,0.153,0.028,0,10.2,0,0.91,0.0464,37,38,25,1.02,0.24,0.068,0.0000006,209,213,0
Green beans fresh cooked no added fat,1.9,7.24,2.8,0.001458333,0.077,0.103,0.724,0.132,0.029,0,10.8,0,0.43,0.0447,39,39,26,1.07,0.25,0.072,0.0000006,219,127,0
Green beans frozen cooked no added fat,1.49,6.43,3,0.000875,0.035,0.09,0.382,0.06,0.023,0,4.1,0,0.04,0.038,42,29,19,0.66,0.24,0.059,0.0000004,159,117,0
Green beans canned cooked no added fat,1.04,4.11,1.9,0.00075,0.015,0.046,0.206,0.03,0.023,0,2.5,0,0.03,0.0389,36,23,13,0.78,0.19,0.041,0.0000004,97,282,0
Green beans NS as to form cooked,1.44,5.52,2.3,0.0125,0.045,0.073,0.452,0.096,0.025,0,6.5,0,0.52,0.043,37,31,19,0.9,0.21,0.055,0.0000005,154,208,0
Green beans fresh cooked fat added NS as to fat type,1.85,7.03,2.7,0.012875,0.075,0.1,0.704,0.145,0.028,0,10.5,0,0.72,0.0458,38,39,25,1.04,0.24,0.07,0.0000006,213,133,0
Green beans frozen cooked fat added NS as to fat type,1.45,6.25,2.9,0.011291667,0.034,0.088,0.371,0.074,0.022,0,4,0,0.33,0.0392,41,28,18,0.64,0.23,0.057,0.0000004,154,123,0
Green beans canned cooked fat added NS as to fat type,1.02,4,1.8,0.011166667,0.015,0.045,0.2,0.046,0.022,0,2.4,0,0.33,0.0401,35,23,12,0.76,0.18,0.04,0.0000004,95,283,0
Green beans fresh cooked with oil,1.84,7.03,2.7,0.001416667,0.074,0.1,0.703,0.128,0.028,0,10.5,0,0.77,0.0469,37,38,25,1.04,0.24,0.07,0.0000006,213,123,0
Green beans fresh cooked with butter or margarine,1.86,7.04,2.7,0.023333333,0.075,0.101,0.704,0.162,0.028,0,10.5,0,0.67,0.0447,38,39,25,1.04,0.24,0.07,0.0000006,214,143,0
Green beans frozen cooked with oil,1.44,6.24,2.9,0.000833333,0.034,0.087,0.371,0.058,0.022,0,4,0,0.38,0.0403,41,28,18,0.64,0.23,0.057,0.0000004,154,113,0
Green beans frozen cooked with butter or margarine,1.46,6.26,2.9,0.02275,0.034,0.088,0.372,0.091,0.022,0,4,0,0.29,0.0382,41,29,18,0.64,0.23,0.057,0.0000004,155,133,0
Green beans canned cooked with oil,1.01,3.99,1.8,0.000708333,0.015,0.045,0.2,0.029,0.022,0,2.4,0,0.37,0.0412,35,22,12,0.76,0.18,0.04,0.0000004,94,274,0
Green beans canned cooked with butter or margarine,1.03,4,1.8,0.022625,0.015,0.046,0.201,0.062,0.022,0,2.4,0,0.28,0.039,36,23,12,0.76,0.19,0.04,0.0000004,95,293,0
Green beans canned reduced sodium cooked no added fat,1.12,4.32,1.9,0.00075,0.015,0.046,0.206,0.03,0.027,0,2.5,0,0.03,0.0389,38,20,13,1.06,0.2,0.034,0.0000004,96,2,0
Green beans canned reduced sodium cooked fat added NS as to fat type,1.1,4.2,1.8,0.011166667,0.015,0.045,0.2,0.046,0.026,0,2.4,0,0.33,0.0401,37,20,13,1.03,0.2,0.033,0.0000004,94,12,0
Green beans canned reduced sodium cooked with oil,1.09,4.19,1.8,0.000708333,0.015,0.045,0.2,0.029,0.026,0,2.4,0,0.37,0.0412,37,19,13,1.03,0.19,0.033,0.0000004,93,2,0
Green beans canned reduced sodium cooked with butter or margarine,1.1,4.2,1.8,0.022625,0.015,0.046,0.201,0.062,0.026,0,2.4,0,0.28,0.039,38,20,13,1.03,0.2,0.033,0.0000004,94,21,0
Fried green beans,3.86,22.47,1.8,0.004708333,0.242,0.175,1.843,0.069,0.057,0.00004,4.1,0.0001,1.6,0.0314,38,54,17,1.7,0.34,0.073,0.0000095,118,317,0
Yellow string beans cooked,1.45,6.25,2.9,0.010666667,0.031,0.083,0.353,0.069,0.019,0,3.4,0,0.33,0.0392,48,30,23,0.86,0.47,0.059,0.0000004,122,131,0
Bean sprouts cooked,9.8,6.08,3.3,0.010458333,0.099,0.188,0.589,0.156,0.04,0,6.3,0,0.5,0.0226,56,132,48,2.8,0.78,0.256,0.0000038,299,127,0
Beets fresh cooked no added fat,1.67,9.93,2.9,8.33E-05,0.029,0.039,0.33,0.063,0.096,0,4.3,0,0.04,0.0002,17,42,24,0.83,0.36,0.078,0.0000007,338,202,0
Beets canned cooked no added fat,0.91,7.21,1.8,4.17E-05,0.01,0.04,0.157,0.057,0.028,0,3.7,0,0.03,0.0002,15,17,17,1.82,0.21,0.059,0.0000005,148,194,0
Beets NS as to form cooked,0.89,7,1.7,0.0105,0.009,0.039,0.153,0.072,0.028,0,3.6,0,0.33,0.0026,15,17,17,1.77,0.2,0.057,0.0000005,144,198,0
Beets fresh cooked fat added,1.63,9.65,2.8,0.011541667,0.028,0.039,0.32,0.078,0.093,0,4.2,0,0.35,0.0026,17,41,23,0.81,0.35,0.076,0.0000007,328,206,0
Beets canned cooked fat added,0.89,7,1.7,0.0105,0.009,0.039,0.153,0.072,0.028,0,3.6,0,0.33,0.0026,15,17,17,1.77,0.2,0.057,0.0000005,144,198,0
Beets canned reduced sodium cooked,0.84,6.79,1.2,0.0115,0.01,0.04,0.156,0.074,0.028,0,2.6,0,0.35,0.0026,14,17,17,0.65,0.24,0.1,0.0000005,147,32,0
Bitter melon cooked,0.82,4.19,1.9,0.010708333,0.049,0.052,0.272,0.056,0.049,0,31.9,0,0.43,0.007,9,35,16,0.37,0.75,0.032,0.0000002,309,128,0
Breadfruit cooked,1.04,26.26,4.7,0.010458333,0.096,0.028,0.828,0.104,0.012,0,23.9,0,0.39,0.0028,17,29,24,0.52,0.12,0.081,0.0000006,475,124,0
Broccoflower cooked,2.98,6.15,3.2,0.011791667,0.073,0.098,0.704,0.219,0.049,0,75.5,0,0.35,0.0228,34,63,20,0.74,0.65,0.041,0.0000006,303,150,0
Brussels sprouts fresh cooked no added fat,3.51,9.3,3.9,0.001541667,0.13,0.089,0.735,0.205,0.054,0,75,0,0.91,0.1838,44,72,24,1.45,0.44,0.073,0.0000017,404,147,0
Brussels sprouts frozen cooked no added fat,3.63,8.3,4.1,0.001916667,0.103,0.113,0.535,0.288,0.101,0,45.6,0,0.51,0.1929,26,56,18,0.48,0.24,0.034,0.0000006,289,131,0
Brussels sprouts NS as to form cooked,3.42,9.03,3.8,0.013,0.126,0.087,0.714,0.216,0.052,0,72.9,0,1.2,0.1809,43,70,23,1.42,0.42,0.071,0.0000016,393,152,0
Brussels sprouts fresh cooked fat added,3.42,9.03,3.8,0.013,0.126,0.087,0.714,0.216,0.052,0,72.9,0,1.2,0.1809,43,70,23,1.42,0.42,0.071,0.0000016,393,152,0
Brussels sprouts frozen cooked fat added,3.53,8.06,4,0.012291667,0.1,0.11,0.52,0.296,0.098,0,44.2,0,0.79,0.1897,26,54,17,0.47,0.23,0.033,0.0000006,281,137,0
Burdock cooked,1.6,18.06,3.4,0.0115,0.009,0.03,0.297,0.242,0.02,0,2.7,0,0.71,0.0042,43,53,40,0.84,0.34,0.08,0.0000007,321,136,0
Cabbage Chinese cooked no added fat,1.56,2.26,1,0.009166667,0.037,0.069,0.493,0.181,0.058,0,39.7,0,0.09,0.0473,109,38,20,0.83,0.2,0.022,0.0000005,262,188,0
Cabbage Chinese cooked fat added,1.52,2.2,1,0.020375,0.036,0.068,0.479,0.193,0.057,0,38.6,0,0.4,0.0483,106,38,19,0.81,0.19,0.021,0.0000005,255,193,0
Cabbage green cooked no added fat,1.33,6.02,2.6,0.000208333,0.057,0.039,0.231,0.116,0.038,0,32.3,0,0.16,0.0789,42,27,12,0.49,0.19,0.02,0.0000003,177,139,0
Cabbage green cooked fat added NS as to fat type,1.3,5.85,2.5,0.011666667,0.055,0.039,0.225,0.13,0.037,0,31.4,0,0.46,0.0791,41,27,12,0.48,0.18,0.019,0.0000003,172,145,0
Cabbage green cooked with oil,1.29,5.85,2.5,0.000208333,0.055,0.038,0.224,0.113,0.037,0,31.4,0,0.51,0.0802,40,26,12,0.48,0.18,0.019,0.0000003,171,135,0
Cabbage green cooked with butter or margarine,1.31,5.86,2.5,0.022125,0.056,0.039,0.225,0.147,0.037,0,31.4,0,0.41,0.078,41,27,12,0.47,0.18,0.019,0.0000003,172,155,0
Cabbage red cooked,1.45,7.44,2.1,0.013708333,0.058,0.067,0.401,0.207,0.015,0,48.9,0,0.42,0.041,46,31,16,0.81,0.22,0.017,0.0000006,245,154,0
Cabbage savoy cooked,2.02,6.16,3.1,0.013458333,0.064,0.029,0.288,0.189,0.069,0,26.6,0,0.48,0.0718,36,43,28,0.41,0.27,0.063,0.0000009,232,155,0
Cactus cooked no added fat,1.32,3.32,2.2,0.000916667,0.011,0.039,0.388,0.063,0.003,0,7.9,0,0,0.0053,164,16,52,0.59,0.25,0.052,0.0000007,256,137,0
Cactus cooked fat added,1.29,3.23,2.1,0.011333333,0.011,0.038,0.378,0.077,0.002,0,7.7,0,0.3,0.0075,159,16,50,0.57,0.24,0.05,0.0000007,249,142,0
Cauliflower fresh cooked no added fat,1.99,5.16,2.1,0,0.047,0.059,0.5,0.172,0.05,0,42.5,0,0.08,0.0161,23,46,16,0.44,0.28,0.041,0.0000006,311,152,0
Cauliflower frozen cooked no added fat,1.6,3.74,2.7,0,0.037,0.053,0.309,0.088,0.041,0,31.2,0,0.06,0.0119,17,24,9,0.41,0.13,0.024,0.0000006,139,134,0
Cauliflower NS as to form cooked,1.94,5.02,2,0.011458333,0.045,0.058,0.486,0.184,0.049,0,41.3,0,0.39,0.0181,23,45,15,0.43,0.27,0.039,0.0000006,302,157,0
Cauliflower fresh cooked fat added NS as to fat type,1.94,5.02,2,0.011458333,0.045,0.058,0.486,0.184,0.049,0,41.3,0,0.39,0.0181,23,45,15,0.43,0.27,0.039,0.0000006,302,157,0
Cauliflower frozen cooked fat added NS as to fat type,1.57,3.64,2.6,0.010458333,0.036,0.052,0.301,0.102,0.04,0,30.3,0,0.35,0.0139,17,24,9,0.4,0.13,0.023,0.0000006,135,139,0
Cauliflower fresh cooked with oil,1.94,5.01,2,0,0.045,0.057,0.486,0.167,0.049,0,41.3,0,0.44,0.0192,22,44,15,0.43,0.27,0.039,0.0000006,302,147,0
Cauliflower fresh cooked with butter or margarine,1.95,5.02,2,0.021916667,0.046,0.058,0.487,0.201,0.049,0,41.3,0,0.34,0.017,23,45,15,0.42,0.27,0.039,0.0000006,302,167,0
Cauliflower frozen cooked with oil,1.56,3.63,2.6,0,0.036,0.051,0.3,0.085,0.04,0,30.3,0,0.4,0.0149,17,23,9,0.4,0.13,0.023,0.0000006,135,130,0
Cauliflower frozen cooked with butter or margarine,1.58,3.64,2.6,0.021875,0.036,0.052,0.301,0.118,0.04,0,30.3,0,0.31,0.0128,17,24,9,0.4,0.13,0.023,0.0000006,135,149,0
Celery cooked,0.73,3.1,1.7,0.012375,0.02,0.057,0.317,0.087,0.032,0,2.7,0,0.6,0.033,42,25,11,0.21,0.14,0.036,0.0000004,271,214,0
Fennel bulb cooked,1.42,8.32,3.5,0.014708333,0.01,0.035,0.693,0.067,0.026,0,11.6,0,1.01,0.0743,56,57,19,0.84,0.23,0.075,0.0000008,472,203,0
Christophine cooked,0.86,4.7,1.8,0.0115,0.024,0.029,0.465,0.089,0.082,0,6.8,0,0.44,0.0068,18,19,13,0.36,0.77,0.128,0.0000002,131,133,0
Corn cooked from restaurant,3.11,17.73,1.9,0.018083333,0.132,0.05,1.595,0.106,0.034,0,5.5,0,0.55,0.0041,3,85,35,0.5,0.44,0.051,0.0000006,257,213,0
Corn fresh cooked no added fat,3.26,18.64,2,0.000375,0.139,0.052,1.676,0.083,0.036,0,5.8,0,0.07,0.0003,2,89,37,0.52,0.46,0.054,0.0000006,269,131,0
Corn frozen cooked no added fat,2.54,19.24,2.4,0.000416667,0.03,0.062,1.307,0.099,0.035,0,3.5,0,0.07,0.0003,3,79,28,0.47,0.63,0.048,0.0000007,232,117,0
Corn canned cooked no added fat,2.29,14.34,2,8.33E-05,0.037,0.089,1.005,0.037,0.037,0,1.6,0,0.09,0,3,46,13,0.27,0.32,0.033,0.0000006,132,205,0
Corn NS as to form cooked,2.23,13.93,1.9,0.010541667,0.036,0.087,0.976,0.052,0.036,0,1.6,0,0.38,0.0024,3,45,13,0.26,0.31,0.032,0.0000006,129,209,0
Corn fresh cooked fat added NS as to fat type,3.17,18.11,1.9,0.010791667,0.135,0.051,1.628,0.097,0.035,0,5.6,0,0.36,0.0026,2,86,36,0.51,0.45,0.052,0.0000006,262,137,0
Corn frozen cooked fat added NS as to fat type,2.48,18.69,2.3,0.010833333,0.029,0.06,1.27,0.112,0.034,0,3.4,0,0.36,0.0026,3,77,27,0.46,0.61,0.046,0.0000007,226,123,0
Corn canned cooked fat added NS as to fat type,2.23,13.93,1.9,0.010541667,0.036,0.087,0.976,0.052,0.036,0,1.6,0,0.38,0.0024,3,45,13,0.26,0.31,0.032,0.0000006,129,209,0
Corn fresh cooked with oil,3.17,18.1,1.9,0.000333333,0.135,0.051,1.628,0.081,0.035,0,5.6,0,0.41,0.0037,2,86,36,0.51,0.44,0.052,0.0000006,261,127,0
Corn fresh cooked with butter or margarine,3.18,18.11,1.9,0.02225,0.135,0.052,1.629,0.114,0.035,0,5.6,0,0.32,0.0016,3,87,36,0.5,0.45,0.052,0.0000006,262,146,0
Corn frozen cooked with oil,2.47,18.68,2.3,0.000416667,0.029,0.06,1.269,0.096,0.034,0,3.4,0,0.41,0.0037,3,76,27,0.46,0.61,0.046,0.0000007,226,113,0
Corn frozen cooked with butter or margarine,2.48,18.69,2.3,0.022291667,0.029,0.061,1.27,0.129,0.034,0,3.4,0,0.32,0.0016,4,77,27,0.46,0.61,0.046,0.0000007,226,133,0
Corn canned cooked with oil,2.22,13.92,1.9,8.33E-05,0.036,0.086,0.976,0.036,0.036,0,1.6,0,0.43,0.0034,3,45,13,0.27,0.31,0.032,0.0000006,128,199,0
Corn canned cooked with butter or margarine,2.24,13.93,1.9,0.021958333,0.036,0.087,0.977,0.069,0.036,0,1.6,0,0.34,0.0013,4,45,13,0.26,0.31,0.032,0.0000006,129,218,0
Corn creamed,1.74,18.13,1.2,0.000166667,0.024,0.053,0.96,0.063,0.043,0,4.1,0,0.07,0,3,51,17,0.38,0.53,0.052,0.0000004,134,261,0
Corn canned reduced sodium cooked no added fat,2.1,14.9,1.8,8.33E-05,0.015,0.016,0.951,0.04,0.039,0,2.5,0,0.03,0,4,49,16,0.39,0.42,0.03,0.0000005,146,13,0
Corn canned reduced sodium cooked fat added NS as to fat type,2.04,14.48,1.8,0.011583333,0.015,0.016,0.923,0.056,0.038,0,2.4,0,0.35,0.0025,5,48,16,0.38,0.41,0.029,0.0000005,142,23,0
Corn canned reduced sodium cooked with oil,2.04,14.47,1.8,8.33E-05,0.015,0.016,0.923,0.039,0.038,0,2.4,0,0.4,0.0037,4,48,16,0.38,0.41,0.029,0.0000005,142,13,0
Corn canned reduced sodium cooked with butter or margarine,2.05,14.48,1.8,0.023041667,0.015,0.017,0.924,0.074,0.038,0,2.4,0,0.3,0.0014,5,49,16,0.38,0.41,0.029,0.0000005,143,33,0
Cucumber cooked,0.75,4.14,0.6,0.01275,0.028,0.036,0.107,0.06,0.007,0,2.7,0,0.38,0.0214,19,28,15,0.32,0.23,0.047,0.0000004,168,146,0
Eggplant cooked no added fat,1.05,6.3,3.2,4.17E-05,0.038,0.038,0.661,0.081,0.02,0,2,0,0.32,0.0038,10,26,15,0.25,0.17,0.087,0.0000003,246,127,0
Eggplant cooked fat added,1.03,6.13,3.1,0.011541667,0.037,0.037,0.642,0.096,0.02,0,1.9,0,0.63,0.0062,10,25,15,0.24,0.17,0.084,0.0000003,239,133,0
Flowers or blossoms of sesbania squash or lily cooked,1.06,3.2,0.9,0.013958333,0.018,0.031,0.301,0.065,0.04,0,4.8,0,0.33,0.0023,36,33,24,0.86,0.1,0.097,0.0000007,103,128,0
Garlic cooked,6.32,32.86,2.1,0,0.179,0.104,0.661,1.166,0.002,0,24.8,0,0.08,0.0017,180,152,25,1.69,1.15,0.297,0.0000141,399,248,0
Hominy cooked,1.45,13.8,2.4,0.019833333,0.003,0.007,0.033,0.036,0.001,0,0.3,0,0.28,0.0014,11,34,16,0.6,1.02,0.029,0.0000029,9,503,0
